ID,Title,Total Time (minutes),Budget,Revenue,Genres
11130,The Princess Diaries 2: Royal Engagement,1h 53min,40000000,134734481,"Comedy, Drama, Family, Romance"
602,Independence Day,2h 25min,75000000,817400891,"Action, Adventure, Science Fiction"
9387,Conan the Barbarian,2h 9min,20000000,79114085,"Adventure, Fantasy, Action"
27022,The Sorcerer's Apprentice,1h 49min,150000000,215283742,"Fantasy, Adventure, Action"
338952,Fantastic Beasts: The Crimes of Grindelwald,2h 14min,200000000,654855901,"Fantasy, Adventure, Family"
9373,The Texas Chainsaw Massacre,1h 38min,9500000,107363905,Horror
9513,Garfield: A Tail of Two Kitties,1h 18min,60000000,141702264,"Animation, Comedy, Family, Adventure"
581392,Peninsula,1h 55min,17000000,42698327,"Horror, Adventure, Action, Thriller"
55341,Jeepers Creepers 3,1h 40min,6200000,3600000,"Horror, Mystery, Thriller"
9348,Species,1h 48min,35000000,113374103,"Science Fiction, Horror, Action"
8961,Bad Boys II,2h 27min,130000000,273339556,"Adventure, Action, Comedy, Thriller, Crime"
270303,It Follows,1h 41min,2000000,14674076,"Horror, Mystery"
578701,Those Who Wish Me Dead,1h 40min,20000000,23384502,"Thriller, Action"
619778,Malignant,1h 51min,40000000,34891791,"Horror, Mystery, Thriller"
76163,The Expendables 2,1h 43min,100000000,314975955,"Action, Adventure, Thriller"
13207,Friday the 13th,1h 37min,19000000,91509154,Horror
12222,Horton Hears a Who!,1h 26min,85000000,298572799,"Animation, Comedy, Family, Adventure, Fantasy"
608,Men in Black II,1h 28min,140000000,445135288,"Action, Adventure, Comedy, Science Fiction"
1495,Kingdom of Heaven,2h 24min,130000000,218122627,"Drama, Action, Adventure, History, War"
454640,The Angry Birds Movie 2,1h 37min,65000000,147792047,"Animation, Comedy, Adventure, Family"
8913,Pet Sematary,1h 43min,11500000,57469467,"Horror, Drama"
924,Dawn of the Dead,1h 41min,26000000,102278712,"Horror, Action"
51739,The Secret World of Arrietty,1h 34min,23000000,149480483,"Fantasy, Animation, Family"
1278,The Dreamers,1h 55min,15000000,15121165,"Drama, Romance"
2251,Unfaithful,2h 4min,50000000,119137784,"Thriller, Drama"
565,The Ring,1h 55min,48000000,249348933,"Horror, Mystery"
338967,Zombieland: Double Tap,1h 39min,42000000,122801777,"Comedy, Horror"
447404,Pokémon Detective Pikachu,1h 45min,150000000,449762638,"Action, Adventure, Fantasy"
157350,Divergent,2h 19min,85000000,288747895,"Action, Adventure, Science Fiction"
855,Black Hawk Down,2h 25min,92000000,172989651,"Action, History, War"
853,Enemy at the Gates,2h 11min,68000000,96976270,"Drama, War, History"
1371,Rocky III,1h 39min,17000000,270000000,Drama
218043,Left Behind,1h 50min,16000000,19682924,"Thriller, Action, Science Fiction"
268531,Captain Underpants: The First Epic Movie,1h 29min,38000000,125427681,"Action, Animation, Comedy, Family"
149870,The Wind Rises,2h 6min,30000000,117932401,"Drama, Animation, War, Romance"
477462,The Twin,1h 49min,2620000,492000,"Horror, Mystery"
315011,Shin Godzilla,2h 0min,15000000,77947607,"Action, Science Fiction, Horror"
44912,Green Lantern,1h 54min,200000000,219851172,"Adventure, Action, Thriller, Science Fiction"
1813,The Devil's Advocate,2h 24min,57000000,152944660,"Drama, Mystery, Thriller, Horror"
406997,Wonder,1h 53min,20000000,305937718,"Drama, Family"
1427,Perfume: The Story of a Murderer,2h 27min,60000000,135039924,"Crime, Fantasy, Drama"
11186,Child's Play 2,1h 24min,13000000,35763605,"Horror, Thriller"
8469,Animal House,1h 49min,2700000,141000000,Comedy
2899,Asterix & Obelix: Mission Cleopatra,1h 48min,58500000,128027976,"Family, Fantasy, Comedy, Adventure"
300669,Don't Breathe,1h 29min,9900000,159047649,"Thriller, Horror"
227,The Outsiders,1h 31min,10000000,33697647,"Crime, Drama"
19404,Dilwale Dulhania Le Jayenge,3h 10min,13200000,100000000,"Comedy, Drama, Romance"
1895,Star Wars: Episode III - Revenge of the Sith,2h 20min,113000000,850000000,"Adventure, Action, Science Fiction"
34584,The NeverEnding Story,1h 42min,27000000,20158808,"Adventure, Fantasy, Family, Drama"
525,The Blues Brothers,2h 13min,27000000,115229890,"Music, Comedy, Action, Crime"
9312,Mortal Kombat,1h 41min,18000000,122195920,"Action, Fantasy"
428078,Mortal Engines,2h 9min,100000000,83869818,"Adventure, Science Fiction"
264660,Ex Machina,1h 48min,15000000,36869414,"Drama, Science Fiction"
81005,Jack the Giant Slayer,1h 54min,195000000,197687603,"Fantasy, Action, Adventure, Family"
393345,Cult of Chucky,1h 31min,6500000,2200000,"Horror, Thriller"
4327,Charlie's Angels,1h 38min,92000000,264105545,"Action, Adventure, Comedy, Crime, Thriller"
274854,The Last Witch Hunter,1h 46min,90000000,146936910,"Fantasy, Action, Adventure"
85446,Step Up Revolution,1h 39min,33000000,140470746,"Music, Drama, Romance"
331482,Little Women,2h 15min,40000000,216601214,"Drama, Romance, History"
10601,Peter Pan,1h 53min,100000000,121975011,"Adventure, Fantasy, Family"
82703,Mr. Peabody & Sherman,1h 32min,145000000,272912430,"Animation, Adventure, Family"
338762,Bloodshot,1h 50min,42000000,39861118,"Action, Science Fiction, Adventure"
24,Kill Bill: Vol. 1,1h 51min,30000000,180906076,"Action, Crime"
280217,The Lego Movie 2: The Second Part,1h 46min,99000000,199603202,"Action, Adventure, Animation, Comedy, Family"
180,Minority Report,2h 25min,102000000,358372926,"Action, Thriller, Science Fiction, Mystery"
544,There's Something About Mary,1h 59min,23000000,369884651,"Romance, Comedy"
949423,Pearl,1h 42min,1000000,9423445,Horror
257211,The Intern,2h 1min,35000000,194564672,Comedy
189,Sin City: A Dame to Kill For,1h 42min,65000000,39407616,"Crime, Action, Thriller"
511987,Crawl,1h 28min,13500000,91542097,"Thriller, Horror, Action"
6977,No Country for Old Men,2h 2min,25000000,171627166,"Crime, Drama, Thriller"
10439,Hocus Pocus,1h 36min,28000000,45395069,"Fantasy, Comedy, Family"
1571,Live Free or Die Hard,2h 8min,110000000,383531464,"Action, Thriller"
37834,Knight and Day,1h 49min,117000000,261989769,"Action, Comedy"
4108,The Transporter,1h 32min,21000000,43928932,"Action, Crime, Thriller"
650,Boyz n the Hood,1h 52min,6500000,57504069,"Crime, Drama"
503,Poseidon,1h 38min,160000000,181674817,"Adventure, Action, Drama, Thriller"
23827,Paranormal Activity,1h 25min,215000,193355800,"Horror, Mystery"
313297,Kubo and the Two Strings,1h 42min,60000000,76249438,"Animation, Adventure, Family"
11322,Public Enemies,2h 20min,100000000,214104620,"Action, Crime"
658,Goldfinger,1h 50min,2500000,124881062,"Adventure, Action, Thriller"
3981,What Women Want,2h 7min,70000000,374111707,"Comedy, Romance"
23629,Sucker Punch,1h 50min,82000000,89792502,"Action, Fantasy, Thriller"
5689,The Blue Lagoon,1h 44min,4500000,58853106,"Romance, Adventure"
310131,The Witch,1h 32min,3500000,40423945,"Drama, Fantasy, Horror, Mystery"
321258,The Boy,1h 37min,10000000,73929392,"Horror, Thriller, Mystery"
22538,Scott Pilgrim vs. the World,1h 52min,85000000,48000000,"Action, Comedy, Romance"
9482,Judge Dredd,1h 36min,90000000,113493481,Science Fiction
9488,Spy Kids 2: The Island of Lost Dreams,1h 40min,38000000,119723358,"Action, Adventure, Family, Comedy, Science Fiction"
193893,Let's Be Cops,1h 44min,17000000,136621271,Comedy
11917,Saw V,1h 32min,10800000,113864059,"Horror, Thriller, Crime"
7459,Speed Racer,2h 15min,120000000,93945766,"Family, Action, Adventure, Comedy"
167,K-PAX,2h 0min,48000000,50315140,"Science Fiction, Drama, Mystery"
9475,Scent of a Woman,2h 36min,31000000,134095253,Drama
9340,The Goonies,1h 54min,19000000,61389680,"Adventure, Comedy, Family"
41280,Private Lessons,1h 27min,2800000,26279000,"Comedy, Romance"
415,Batman & Robin,2h 5min,125000000,238207122,"Action, Science Fiction, Adventure, Comedy"
616651,Stillwater,2h 19min,20000000,19754272,"Drama, Crime, Thriller"
458897,Charlie's Angels,1h 58min,48000000,73279888,"Action, Adventure, Comedy"
558,Spider-Man 2,2h 7min,200000000,788976453,"Action, Adventure, Fantasy"
581,Dances with Wolves,3h 1min,22000000,424208848,"Adventure, Drama, Western"
419478,Midnight Sun,1h 31min,2800000,27365467,"Romance, Drama"
27,9 Songs,1h 9min,1000000,1574623,"Drama, Music, Romance"
6795,Zathura: A Space Adventure,1h 41min,65000000,65079104,"Science Fiction, Adventure, Family"
1979,Fantastic Four: Rise of the Silver Surfer,1h 32min,130000000,301913131,"Adventure, Fantasy, Action, Thriller"
4552,A Tale of Two Sisters,1h 55min,15050245,1062878,"Drama, Horror, Mystery"
63492,What's Your Number?,1h 46min,20000000,30426096,"Comedy, Romance"
657,From Russia with Love,1h 55min,2500000,78900000,"Action, Thriller, Adventure"
37169,The Human Centipede (First Sequence),1h 32min,2011799,252207,Horror
9392,The Descent,1h 39min,3500000,57130027,"Adventure, Horror"
1265,Bridge to Terabithia,1h 36min,60000000,137587063,"Adventure, Drama, Family"
254470,Pitch Perfect 2,1h 55min,29000000,287506194,"Comedy, Music"
212778,Chef,1h 54min,11000000,45967935,Comedy
348350,Solo: A Star Wars Story,2h 15min,250000000,392952373,"Science Fiction, Adventure, Action"
9495,The Crow,1h 42min,23000000,50694672,"Fantasy, Action, Thriller"
508439,Onward,1h 43min,200000000,141940042,"Family, Animation, Adventure, Comedy, Fantasy"
516329,Antlers,1h 39min,17000000,18867659,"Drama, Horror, Mystery"
13448,Angels & Demons,2h 18min,150000000,485930816,"Thriller, Mystery"
76617,Texas Chainsaw 3D,1h 32min,10000000,47340586,"Horror, Thriller"
9659,Mad Max,1h 31min,350000,100000000,"Adventure, Action, Thriller, Science Fiction"
1620,Hitman,1h 29min,24000000,99965753,"Action, Thriller, Drama"
802,Lolita,2h 34min,2000000,9250000,"Drama, Comedy, Romance"
64682,The Great Gatsby,2h 23min,105000000,351040419,"Drama, Romance"
9397,Evolution,1h 41min,80000000,98376292,"Comedy, Science Fiction, Action"
9837,The Prince of Egypt,1h 39min,70000000,218613188,"Adventure, Animation, Drama, Family"
814,An American Werewolf in London,1h 37min,10000000,31973249,"Horror, Comedy"
15070,Undisputed,1h 36min,20000000,14946150,"Drama, Crime"
4488,Friday the 13th,1h 35min,550000,59754601,Horror
453354,Ava,1h 46min,3000000,500000,Drama
499701,Dora and the Lost City of Gold,1h 42min,49000000,120597108,"Adventure, Comedy, Family, Fantasy"
9426,The Fly,1h 36min,15000000,60629159,"Horror, Science Fiction"
9362,Tremors,1h 36min,11000000,48572000,"Horror, Comedy, Action"
10216,Species II,1h 33min,35000000,19165560,"Science Fiction, Action, Horror"
2019,Hard Target,1h 37min,18000000,74189677,"Action, Adventure, Crime, Thriller"
888,The Flintstones,1h 31min,46000000,341631208,"Fantasy, Comedy, Family"
1573,Die Hard 2,2h 4min,70000000,240031094,"Action, Thriller"
590223,Love and Monsters,1h 49min,30000000,1122066,"Comedy, Action, Adventure, Fantasy"
686,Contact,2h 30min,90000000,171120329,"Drama, Science Fiction, Mystery"
22824,The Fourth Kind,1h 38min,10000000,47709193,"Mystery, Science Fiction, Thriller"
72387,Safe,1h 34min,30000000,40346186,"Action, Crime, Thriller"
1894,Star Wars: Episode II - Attack of the Clones,2h 22min,120000000,649398328,"Adventure, Action, Science Fiction"
392044,Murder on the Orient Express,1h 54min,55000000,352794081,"Drama, Mystery, Crime"
2675,Signs,1h 46min,72000000,408247917,"Drama, Thriller, Science Fiction, Mystery"
75612,Oblivion,2h 4min,120000000,286168572,"Action, Science Fiction, Adventure, Mystery"
8358,Cast Away,2h 23min,90000000,429632142,"Adventure, Drama"
9738,Fantastic Four,1h 46min,100000000,333535934,"Action, Adventure, Fantasy, Science Fiction"
267935,The BFG,1h 57min,140000000,195243411,"Adventure, Family, Fantasy"
169917,A Walk Among the Tombstones,1h 54min,28000000,58834384,"Crime, Drama, Mystery, Thriller"
7518,Over the Hedge,1h 23min,80000000,343397247,"Family, Comedy, Animation"
6957,The 40 Year Old Virgin,1h 56min,26000000,177378645,"Comedy, Romance"
22804,Saw VI,1h 27min,11000000,68234154,"Horror, Mystery"
166424,Fantastic Four,1h 40min,120000000,167977596,"Action, Adventure, Science Fiction"
447200,Skyscraper,1h 42min,125000000,292351275,"Action, Thriller"
194662,Birdman or (The Unexpected Virtue of Ignorance),2h 0min,18000000,103215094,"Drama, Comedy"
7191,Cloverfield,1h 25min,25000000,170764026,"Action, Thriller, Science Fiction"
8467,Dumb and Dumber,1h 47min,16000000,247275374,Comedy
447665,Kickboxer: Retaliation,1h 50min,13000000,4537,"Action, Drama"
37430,Conan the Barbarian,1h 53min,90000000,63523283,"Adventure, Fantasy, Action"
9602,Coming to America,1h 57min,30000000,288752301,"Comedy, Romance"
136795,The Heat,1h 57min,43000000,158674180,"Action, Comedy, Crime"
414,Batman Forever,2h 1min,100000000,336529144,"Action, Crime, Fantasy"
505262,My Hero Academia: Two Heroes,1h 36min,12000000,31478826,"Animation, Action, Adventure, Fantasy"
71676,Ghost Rider: Spirit of Vengeance,1h 36min,57000000,132563930,"Action, Fantasy, Thriller"
251,Ghost,2h 7min,22000000,505000000,"Fantasy, Drama, Thriller, Mystery, Romance"
399055,The Shape of Water,2h 3min,19500000,195333312,"Drama, Fantasy, Romance"
11451,Herbie Fully Loaded,1h 40min,50000000,144146816,"Comedy, Family, Adventure, Fantasy, Romance"
525660,Dynasty Warriors,1h 58min,38504400,3310000,"Action, Adventure, Fantasy"
484641,Anna,1h 59min,34000000,31626978,"Thriller, Action"
16270,Career Opportunities,1h 23min,6000000,11336986,"Romance, Comedy"
1891,The Empire Strikes Back,2h 4min,18000000,538400000,"Adventure, Action, Science Fiction"
10474,The Basketball Diaries,1h 42min,2000000,2381087,"Drama, Crime"
19994,Jennifer's Body,1h 47min,16000000,31556061,"Horror, Comedy"
346,Seven Samurai,3h 27min,2000000,346300,"Action, Drama"
1375,Rocky V,1h 44min,42000000,119946358,Drama
883502,Fortress: Sniper's Eye,1h 27min,22000000,69075,"Action, Thriller, Crime"
342473,Ballerina,1h 29min,30000000,2351359,"Animation, Adventure, Comedy, Family"
33217,Diary of a Wimpy Kid,1h 32min,15000000,76196538,"Comedy, Family"
667,You Only Live Twice,1h 57min,9500000,111584787,"Action, Thriller, Adventure"
522016,The 355,2h 2min,75000000,55700000,"Action, Thriller"
81,Nausicaä of the Valley of the Wind,1h 57min,1000000,3301446,"Adventure, Animation, Fantasy"
438650,Cold Pursuit,1h 59min,60000000,76419755,"Action, Crime, Thriller"
35019,Nanny McPhee and the Big Bang,1h 49min,35000000,93251121,"Comedy, Fantasy, Family"
302946,The Accountant,2h 8min,44000000,155160045,"Crime, Thriller, Drama"
58595,Snow White and the Huntsman,2h 7min,170000000,396600000,"Adventure, Fantasy, Drama"
36593,Naked Gun 33⅓: The Final Insult,1h 23min,30000000,51132598,"Comedy, Crime"
8005,Robin Hood: Men in Tights,1h 44min,20000000,35739755,Comedy
634429,Shin Ultraman,1h 52min,5900000,33800000,"Drama, Action, Science Fiction"
27582,The Mechanic,1h 33min,40000000,51070807,"Action, Thriller, Crime"
2048,"I, Robot",1h 55min,120000000,347234916,"Action, Science Fiction"
27576,Salt,1h 40min,110000000,293329073,"Action, Mystery, Thriller"
390043,The Hitman's Bodyguard,1h 58min,30000000,176586701,"Action, Comedy"
74513,Special Forces,1h 49min,10000000,3424648,"Action, Drama, War"
12244,9,1h 19min,30000000,48428063,"Action, Adventure, Animation, Science Fiction, Thriller"
324668,Jason Bourne,2h 3min,120000000,415484914,"Action, Thriller, Mystery"
11886,Robin Hood,1h 23min,5000000,32056467,"Animation, Family"
2501,The Bourne Identity,1h 59min,60000000,214034224,"Action, Drama, Mystery, Thriller"
170,28 Days Later,1h 53min,5000000,85720385,"Horror, Thriller, Science Fiction"
442062,Goosebumps 2: Haunted Halloween,1h 30min,35000000,93320380,"Adventure, Comedy, Fantasy, Family, Horror"
585216,Escape Room: Tournament of Champions,1h 28min,15000000,65774490,"Horror, Thriller, Mystery"
211672,Minions,1h 31min,74000000,1156730962,"Family, Animation, Adventure, Comedy"
9607,Super Mario Bros.,1h 44min,48000000,20915465,"Adventure, Fantasy, Comedy, Family, Science Fiction"
68735,Warcraft,2h 3min,160000000,433677183,"Action, Adventure, Fantasy"
2668,Sleepy Hollow,1h 45min,100000000,206071502,"Drama, Fantasy, Thriller, Mystery, Horror"
20453,3 Idiots,2h 50min,9000000,70000000,"Drama, Comedy"
531309,Brightburn,1h 31min,6000000,33224654,"Horror, Science Fiction, Thriller, Mystery"
2123,"Me, Myself & Irene",1h 56min,51000000,149270999,Comedy
44943,Battle: Los Angeles,1h 56min,70000000,211819354,"Science Fiction, Action"
14199,The Adventures of Sharkboy and Lavagirl,1h 32min,50000000,71992655,"Adventure, Family, Science Fiction"
10358,Zack and Miri Make a Porno,1h 42min,24000000,42105111,Comedy
9739,Demolition Man,1h 55min,57000000,58055768,"Crime, Action, Science Fiction"
966,The Magnificent Seven,2h 7min,2000000,4905000,"Western, Action"
4982,American Gangster,2h 37min,100000000,266465037,"Drama, Crime"
12657,Soul Plane,1h 26min,16000000,14822346,"Romance, Comedy"
290595,The Huntsman: Winter's War,1h 54min,115000000,164989338,"Action, Adventure, Drama"
9470,Kung Fu Hustle,1h 39min,20000000,102034104,"Action, Comedy, Crime, Fantasy"
2502,The Bourne Supremacy,1h 48min,75000000,288500217,"Action, Drama, Thriller"
929,Godzilla,2h 18min,130000000,379014294,"Science Fiction, Action, Thriller"
646,Dr. No,1h 50min,1200000,59567035,"Adventure, Action, Thriller"
1885,The Karate Kid,2h 6min,8000000,130442786,"Action, Family, Drama"
4476,Legends of the Fall,2h 13min,30000000,160638883,"Adventure, Drama, Romance, War, Western"
388,Inside Man,2h 9min,45000000,186003591,"Crime, Drama, Thriller"
467938,Revenge,1h 49min,2900000,692079,"Action, Thriller, Horror"
573699,White Snake,1h 39min,11936735,61631776,"Romance, Animation, Fantasy"
663,Saw IV,1h 33min,10000000,139352633,"Horror, Thriller, Crime"
9360,Anaconda,1h 29min,45000000,136885767,"Adventure, Horror, Thriller"
291805,Now You See Me 2,2h 9min,90000000,334901337,"Crime, Thriller, Action, Mystery"
576845,Last Night in Soho,1h 57min,43000000,22957625,"Horror, Mystery, Thriller"
1624,Liar Liar,1h 26min,45000000,302710615,Comedy
515001,Jojo Rabbit,1h 48min,14000000,82468705,"Comedy, War, Drama"
277216,Straight Outta Compton,2h 27min,28000000,201634991,"Drama, Music, History"
256591,Focus,1h 45min,50100000,153962963,"Romance, Comedy, Crime, Drama"
834,Underworld: Evolution,1h 46min,50000000,111476513,"Fantasy, Action, Thriller"
110415,Snowpiercer,2h 7min,39200000,86758912,"Action, Science Fiction, Drama"
2300,Space Jam,1h 28min,80000000,250200000,"Family, Animation, Comedy, Science Fiction"
942922,80 for Brady,1h 38min,28000000,29637811,Comedy
7551,Déjà Vu,2h 6min,75000000,180557550,"Action, Thriller, Science Fiction"
861,Total Recall,1h 53min,65000000,261317921,"Action, Adventure, Science Fiction"
710,GoldenEye,2h 10min,58000000,352194034,"Adventure, Action, Thriller"
531428,Portrait of a Lady on Fire,2h 0min,5740000,9923127,"Drama, Romance"
433808,The Ritual,1h 34min,1000000,1786396,"Horror, Thriller, Mystery"
15196,Clue,1h 34min,15000000,14643997,"Comedy, Thriller, Crime, Mystery"
353491,The Dark Tower,1h 35min,60000000,113231078,"Fantasy, Action, Science Fiction"
11631,Mamma Mia!,1h 48min,52000000,609841637,"Comedy, Romance"
158852,Tomorrowland,2h 10min,190000000,209154322,"Adventure, Family, Mystery, Science Fiction"
274862,The Lego Ninjago Movie,1h 41min,70000000,123081555,"Family, Animation, Action, Adventure, Comedy"
804,Roman Holiday,1h 59min,1500000,12000000,"Romance, Comedy, Drama"
60307,Diary of a Wimpy Kid: Rodrick Rules,1h 39min,21000000,72526996,"Family, Comedy"
419680,Daddy's Home 2,1h 40min,69000000,180613180,Comedy
2059,National Treasure,2h 11min,100000000,347512318,"Adventure, Action, Thriller, Mystery"
9264,Poison Ivy,1h 32min,3000000,1829804,"Thriller, Drama"
141,Donnie Darko,1h 54min,6000000,7500000,"Fantasy, Drama, Mystery"
10781,The Texas Chainsaw Massacre: The Beginning,1h 31min,16000000,107363905,"Horror, Thriller"
881,A Few Good Men,2h 18min,40000000,243240178,Drama
187017,22 Jump Street,1h 52min,50000000,331333876,"Crime, Comedy, Action"
829,Chinatown,2h 10min,6000000,30000000,"Crime, Drama, Mystery, Thriller"
10489,Cujo,1h 33min,5000000,21200000,"Horror, Thriller"
435,The Day After Tomorrow,2h 4min,125000000,552639571,"Action, Adventure, Science Fiction, Thriller"
23023,Tooth Fairy,1h 41min,48000000,112462508,"Comedy, Family, Fantasy"
9361,The Last of the Mohicans,1h 52min,40000000,75505856,"Action, Adventure, Drama, History, Romance, War"
1402,The Pursuit of Happyness,1h 57min,55000000,307077295,Drama
644495,House of Gucci,2h 38min,75000000,153235995,"Drama, Crime, History"
18764,Twin Dragons,1h 44min,10000000,8332431,"Comedy, Action"
258489,The Legend of Tarzan,1h 49min,180000000,356743061,"Fantasy, Action, Adventure"
22970,The Cabin in the Woods,1h 35min,30000000,71041255,"Horror, Fantasy"
6519,The Dukes of Hazzard,1h 44min,50000000,110803676,"Comedy, Adventure, Action"
1893,Star Wars: Episode I - The Phantom Menace,2h 16min,115000000,924317558,"Adventure, Action, Science Fiction"
1690,Hostel,1h 34min,4800000,81979826,Horror
426543,The Nutcracker and the Four Realms,1h 39min,120000000,59522646,"Fantasy, Adventure, Family"
16996,17 Again,1h 42min,20000000,136316880,Comedy
39513,Paul,1h 44min,40000000,97984015,"Adventure, Comedy, Science Fiction"
9281,Witness,1h 52min,12000000,68706993,"Crime, Drama, Romance, Thriller"
87421,Riddick,1h 59min,38000000,98337295,"Science Fiction, Action, Thriller"
9804,Waterworld,2h 15min,175000000,264218220,"Adventure, Action, Science Fiction"
13387,Transporter 3,1h 44min,30000000,108979549,"Action, Adventure, Thriller, Crime"
8856,The Karate Kid Part II,1h 53min,13000000,115103979,"Adventure, Drama, Action, Romance, Family"
34016,She's Out of My League,1h 44min,20000000,49779728,"Romance, Comedy"
302699,Central Intelligence,1h 47min,50000000,216972543,"Action, Comedy, Crime, Mystery"
1273,TMNT,1h 26min,34000000,95608995,"Adventure, Animation, Comedy, Family"
63,Twelve Monkeys,2h 9min,29000000,168841459,"Science Fiction, Thriller, Mystery"
529106,Major Grom: Plague Doctor,2h 16min,5000000,4493306,"Action, Adventure"
257445,Goosebumps,1h 43min,58000000,158162788,"Adventure, Horror, Comedy"
9003,Hellraiser,1h 33min,1000000,14575193,"Horror, Thriller"
227159,Horrible Bosses 2,1h 48min,42000000,107670357,Comedy
7451,xXx,2h 4min,70000000,277448382,"Action, Adventure, Thriller"
65759,Happy Feet Two,1h 40min,130000000,150406466,"Animation, Comedy, Family"
242224,The Babadook,1h 34min,2000000,10312540,"Drama, Horror"
11969,Tombstone,2h 10min,25000000,56505065,"Western, Action"
10323,Clash of the Titans,1h 58min,12000000,41092328,"Action, Adventure, Fantasy, Romance"
619264,The Platform,1h 35min,1203235,1090116,"Drama, Science Fiction, Thriller"
45772,Gnomeo & Juliet,1h 24min,36000000,189712432,"Animation, Family"
296099,Vacation,1h 39min,31000000,104384188,Comedy
36419,After.Life,1h 44min,4500000,3606395,"Drama, Horror, Mystery, Thriller"
10780,Overboard,1h 52min,22000000,26713187,"Comedy, Romance"
1576,Resident Evil,1h 40min,33000000,102984862,"Horror, Action, Science Fiction"
11247,A Cinderella Story,1h 35min,19000000,70067909,"Comedy, Family, Romance"
1712,Giant,3h 21min,5400000,32855818,"Drama, Western"
201088,Blackhat,2h 13min,70000000,17752940,"Crime, Thriller, Action"
9462,The Way of the Dragon,1h 40min,130000,27000000,"Action, Crime"
255343,Escobar: Paradise Lost,2h 0min,17000000,3758328,"Thriller, Romance"
11281,Halloween II,1h 32min,2500000,25533818,Horror
9737,Bad Boys,1h 59min,19000000,141407024,"Action, Comedy, Crime, Thriller"
428045,Iron Mask,2h 1min,49000000,8685794,"Action, Adventure, Family, Fantasy"
252838,The Wedding Ringer,1h 41min,23000000,79799880,Comedy
11362,The Count of Monte Cristo,2h 11min,35000000,75395048,"Adventure, Drama, History"
137,Groundhog Day,1h 41min,14600000,71074049,"Romance, Fantasy, Drama, Comedy"
5876,The Mist,2h 6min,18000000,57470220,"Horror, Science Fiction, Thriller"
117251,White House Down,2h 11min,150000000,205366737,"Action, Drama, Thriller"
37735,Easy A,1h 33min,8000000,75026327,Comedy
9323,Ghost in the Shell,1h 22min,3000000,515905,"Action, Animation, Science Fiction"
9793,The Hills Have Eyes 2,1h 29min,15000000,37697773,"Horror, Thriller"
136835,No Good Deed,1h 23min,13200000,53830415,"Crime, Thriller"
9335,Transporter 2,1h 27min,32000000,89083229,"Action, Thriller, Crime"
2280,Big,1h 44min,18000000,151927281,"Fantasy, Drama, Comedy, Romance, Family"
941,Lethal Weapon,1h 50min,15000000,120207127,"Adventure, Action, Comedy, Thriller, Crime"
11474,The Warriors,1h 34min,4000000,22490039,"Action, Thriller"
266647,Pan,1h 51min,150000000,128388320,"Fantasy, Adventure, Family, Action"
1995,Lara Croft: Tomb Raider,1h 40min,115000000,274703340,"Adventure, Fantasy, Action, Thriller"
3049,Ace Ventura: Pet Detective,1h 26min,15000000,107217396,"Comedy, Adventure"
5825,National Lampoon's Christmas Vacation,1h 37min,27000000,71319546,Comedy
227348,Paranormal Activity: The Marked Ones,1h 24min,5000000,90894962,"Horror, Thriller"
826749,Fortress,1h 40min,20000000,52169,"Action, Thriller, Crime"
300668,Annihilation,1h 55min,40000000,43070915,"Science Fiction, Horror"
8204,The Spiderwick Chronicles,1h 35min,90000000,164170327,"Family, Adventure, Fantasy"
9906,The Ant Bully,1h 28min,50000000,55181129,"Fantasy, Adventure, Animation, Comedy, Family"
27581,The Other Guys,1h 47min,100000000,170432927,"Action, Comedy, Crime"
460019,Truth or Dare,1h 41min,3500000,95330493,"Thriller, Horror"
11253,Hellboy II: The Golden Army,2h 0min,85000000,160388063,"Fantasy, Horror, Adventure, Action"
290250,The Nice Guys,1h 56min,50000000,62788218,"Comedy, Crime, Action"
1646,Freedom Writers,2h 3min,21000000,43095175,"Crime, Drama"
64635,Total Recall,1h 58min,125000000,198802074,"Action, Science Fiction, Thriller"
11690,Bloodsport,1h 32min,1500000,65000000,"Action, Drama"
9645,Ghost Ship,1h 31min,35000000,68349884,"Horror, Mystery, Thriller"
492188,Marriage Story,2h 17min,18000000,2300000,Drama
944,Lethal Weapon 4,2h 7min,140000000,285444603,"Action, Adventure, Comedy, Crime, Thriller"
282035,The Mummy,1h 50min,125000000,409231607,"Fantasy, Thriller, Action, Adventure, Horror"
11849,Dungeons & Dragons,1h 47min,35000000,15185241,"Drama, Adventure, Fantasy"
500852,Miss Bala,1h 44min,15000000,15200000,Action
10999,Commando,1h 30min,10000000,57500000,"Action, Adventure, Thriller"
8769,Christine,1h 50min,9700000,21200000,Horror
600,Full Metal Jacket,1h 57min,30000000,46357676,"Drama, War"
453405,Gemini Man,1h 57min,140000000,173469516,"Science Fiction, Action, Adventure, Thriller"
37686,Super 8,1h 52min,50000000,260095986,"Thriller, Science Fiction, Mystery"
2289,Cold Mountain,2h 34min,79000000,173013509,"Drama, War, History, Adventure, Romance"
9257,S.W.A.T.,1h 57min,80000000,116643346,"Action, Thriller, Crime"
286567,Max Steel,1h 32min,10000000,6272403,"Action, Adventure, Science Fiction"
14,American Beauty,2h 2min,15000000,356296601,Drama
12437,Underworld: Rise of the Lycans,1h 32min,35000000,92158961,"Fantasy, Action, Thriller"
11024,Scooby-Doo 2: Monsters Unleashed,1h 33min,80000000,181466833,"Mystery, Fantasy, Adventure, Comedy"
